Date,Open,High,Low,Close,Adj Close,Volume
14/01/16,580.25,602.25,569.880005,593,593,7238000
15/01/16,572.23999,584.619995,565.299988,570.179993,570.179993,7784500
19/01/16,577.090027,584,566.450012,574.47998,574.47998,4807200
20/01/16,564.359985,578.450012,547.179993,571.77002,571.77002,7966400
21/01/16,573.580017,588.809998,568.219971,575.02002,575.02002,4952200
22/01/16,588.72998,600.099976,584.109985,596.380005,596.380005,5120100
25/01/16,597.98999,608.5,594.559998,596.530029,596.530029,4396100
26/01/16,603.450012,604.5,590.380005,601.25,601.25,3765700
27/01/16,601.98999,603.390015,578.780029,583.349976,583.349976,5152900
28/01/16,608.369995,638.059998,597.549988,635.349976,635.349976,14015200
29/01/16,571.97998,593,570,587,587,14677600
01/02/16,578.150024,581.799988,570.309998,574.809998,574.809998,6355100
02/02/16,570,571.559998,550.090027,552.099976,552.099976,6312000
03/02/16,553.5,556,521.900024,531.070007,531.070007,10048700
04/02/16,525,538.98999,519.219971,536.26001,536.26001,6199100
05/02/16,529.280029,529.450012,499.190002,502.130005,502.130005,9708900
08/02/16,486.470001,493.5,475.209991,488.100006,488.100006,9825500
09/02/16,478.01001,498.380005,474,482.070007,482.070007,7077900
10/02/16,491.76001,504.660004,486,490.480011,490.480011,6786200
11/02/16,491.170013,509.299988,484,503.820007,503.820007,7397400
12/02/16,510.700012,516.75,501.48999,507.079987,507.079987,5384800
16/02/16,519.47998,524.450012,511.660004,521.099976,521.099976,5118500
17/02/16,528.73999,537.47998,519.390015,534.099976,534.099976,4824000
18/02/16,541.190002,541.200012,523.72998,525,525,4735000
19/02/16,520.710022,535.950012,515.349976,534.900024,534.900024,4974700
22/02/16,542.200012,560.650024,541.080017,559.5,559.5,5566600
23/02/16,555.549988,556.909973,545.330017,552.940002,552.940002,4050800
24/02/16,545.75,554.27002,533.150024,554.039978,554.039978,6231700
25/02/16,555.52002,559.390015,545.289978,555.150024,555.150024,4525500
26/02/16,560.119995,562.5,553.169983,555.22998,555.22998,4877000
29/02/16,554,564.809998,552.51001,552.52002,552.52002,4145400
01/03/16,556.289978,579.25,556,579.039978,579.039978,5038500
02/03/16,581.75,585,573.700012,580.210022,580.210022,4582200
03/03/16,577.960022,579.869995,573.109985,577.48999,577.48999,2741300
04/03/16,581.070007,581.400024,571.070007,575.140015,575.140015,3416500
07/03/16,573.539978,573.630005,555.549988,562.799988,562.799988,4926900
08/03/16,557.869995,571.349976,554.73999,560.26001,560.26001,4730000
09/03/16,559.559998,560.349976,550.130005,559.469971,559.469971,4377300
10/03/16,566.73999,567,547.900024,558.929993,558.929993,3919900
11/03/16,566.950012,570.059998,562.72998,569.609985,569.609985,3771300
14/03/16,567,576.890015,563.049988,573.369995,573.369995,3454200
15/03/16,571,581.52002,567,577.02002,577.02002,3876800
16/03/16,576.640015,581.320007,571.140015,574.27002,574.27002,3537700
17/03/16,569.51001,571.400024,555.01001,559.440002,559.440002,5928100
18/03/16,560.940002,562.330017,546.090027,552.080017,552.080017,7296900
21/03/16,548.909973,555.23999,538.580017,553.97998,553.97998,5155700
22/03/16,545.109985,562.76001,545.049988,560.47998,560.47998,4000600
23/03/16,561,572.47998,558.099976,569.630005,569.630005,3983700
24/03/16,567.109985,583.549988,567.080017,582.950012,582.950012,5185500
28/03/16,584.400024,584.75,575.559998,579.869995,579.869995,3121500
29/03/16,580.150024,595.849976,576.5,593.859985,593.859985,4392600
30/03/16,596.710022,603.23999,595,598.690002,598.690002,3890500
31/03/16,599.280029,600.75,592.210022,593.640015,593.640015,2681800
01/04/16,590.48999,599.030029,588.299988,598.5,598.5,2917400
04/04/16,599,599.5,590.549988,593.190002,593.190002,2470800
05/04/16,590.77002,593.469971,585.25,586.140015,586.140015,2308900
06/04/16,587.52002,602.390015,587.5,602.080017,602.080017,2849900
07/04/16,598.76001,599.599976,589.080017,591.429993,591.429993,3189000
08/04/16,594.320007,597.859985,589,594.599976,594.599976,2591900
11/04/16,596.140015,604,594.909973,595.929993,595.929993,2704300
12/04/16,598.400024,604.059998,592.309998,603.169983,603.169983,2641100
13/04/16,607.679993,616.809998,605.289978,614.820007,614.820007,4228300
14/04/16,615.070007,624.380005,615.070007,620.75,620.75,3512100
15/04/16,621.919983,626.77002,618.109985,625.890015,625.890015,2887700
18/04/16,625.349976,637.640015,624.960022,635.349976,635.349976,4360900
19/04/16,637.140015,638.01001,620.799988,627.900024,627.900024,4055900
20/04/16,630,636.549988,623,632.98999,632.98999,2609400
21/04/16,631,637.820007,628.5,631,631,2596300
22/04/16,624.469971,628.25,611.559998,620.5,620.5,5083900
25/04/16,616.609985,626.97998,616.25,626.200012,626.200012,2682900
26/04/16,626.169983,626.75,614.880005,616.880005,616.880005,2521400
27/04/16,611.799988,615.950012,601.280029,606.570007,606.570007,4068800
28/04/16,615.539978,626.799988,599.200012,602,602,7872600
29/04/16,666,669.97998,654,659.590027,659.590027,10310700
02/05/16,663.919983,685.5,662.030029,683.849976,683.849976,6578500
03/05/16,677.359985,680.299988,670.429993,671.320007,671.320007,4923400
04/05/16,662.590027,674,662.140015,670.900024,670.900024,4635500
05/05/16,673.309998,676.48999,656,659.090027,659.090027,4884100
06/05/16,656.049988,676.950012,656.01001,673.950012,673.950012,4365300
09/05/16,673.950012,686.97998,671.409973,679.75,679.75,3982200
10/05/16,694,704.549988,693.5,703.070007,703.070007,6105600
11/05/16,705.789978,719,701.650024,713.22998,713.22998,7338200
12/05/16,717.380005,722.450012,711.51001,717.929993,717.929993,5048200
13/05/16,714.640015,719.25,706.51001,709.919983,709.919983,4763400
16/05/16,710.130005,713.25,700.280029,710.659973,710.659973,5432900
17/05/16,709.900024,714.469971,693.909973,695.27002,695.27002,5121400
18/05/16,689.559998,702.539978,688.76001,697.450012,697.450012,4283200
19/05/16,691.880005,699.400024,689.559998,698.52002,698.52002,3025600
20/05/16,701.049988,707.23999,700,702.799988,702.799988,2916200
23/05/16,704.25,706,696.419983,696.75,696.75,2595100
24/05/16,698.01001,707.5,698,704.200012,704.200012,3033800
25/05/16,708,710.859985,705.52002,708.349976,708.349976,3267700
26/05/16,708.330017,715,707.289978,714.909973,714.909973,2446700
27/05/16,715,716.599976,711.099976,712.23999,712.23999,2249200
31/05/16,712.330017,724.22998,711.320007,722.789978,722.789978,3618300
01/06/16,720.900024,726.429993,718.219971,719.440002,719.440002,3263100
02/06/16,720.969971,728.280029,715.5,728.23999,728.23999,3026600
03/06/16,726.73999,727,718.429993,725.539978,725.539978,3367300
06/06/16,726.5,731.5,724.419983,726.72998,726.72998,2704800
07/06/16,729.890015,730,720.549988,723.73999,723.73999,2732500
08/06/16,726.400024,729.419983,721.599976,726.640015,726.640015,2223400
09/06/16,723.099976,728.909973,722.299988,727.650024,727.650024,2170300
10/06/16,722.349976,724.97998,714.210022,717.909973,717.909973,3425700
13/06/16,714.01001,721.98999,711.159973,715.23999,715.23999,3352200
14/06/16,712.330017,720.809998,712.27002,719.299988,719.299988,2506900
15/06/16,722,722.559998,713.349976,714.26001,714.26001,2709400
16/06/16,712.049988,718,705.299988,717.51001,717.51001,3098000
17/06/16,718.190002,718.200012,699.179993,706.390015,706.390015,5897800
20/06/16,713.5,721.309998,710.809998,714.01001,714.01001,3677200
21/06/16,715.719971,718.400024,712.719971,715.820007,715.820007,2137500
22/06/16,716.580017,717,707.570007,710.599976,710.599976,2260500
23/06/16,715.5,722.119995,712.5,722.080017,722.080017,2825000
24/06/16,693,712.530029,692.200012,698.960022,698.960022,7632500
27/06/16,692.01001,696.820007,682.119995,691.359985,691.359985,5568000
28/06/16,700,708,698.169983,707.950012,707.950012,4037000
29/06/16,715.75,719.5,713.539978,715.599976,715.599976,3070100
30/06/16,717.200012,719.369995,712.539978,715.619995,715.619995,2855100
01/07/16,717.320007,728,716.539978,725.679993,725.679993,2920400
05/07/16,722.799988,729.559998,719.609985,728.099976,728.099976,2431400
06/07/16,725.710022,737.77002,722.580017,737.609985,737.609985,3938200
07/07/16,739.330017,739.549988,731.630005,736.570007,736.570007,2945800
08/07/16,740.140015,746.099976,738,745.809998,745.809998,3429200
11/07/16,750,755.900024,747,753.780029,753.780029,3195300
12/07/16,756.859985,757.340027,740.330017,748.210022,748.210022,5623700
13/07/16,746.76001,756.869995,741.25,742.630005,742.630005,4142300
14/07/16,748.859985,749.039978,739.02002,741.200012,741.200012,2390500
15/07/16,746.549988,746.549988,734.049988,735.440002,735.440002,3121400
18/07/16,735.48999,741.599976,728.719971,736.070007,736.070007,2954900
19/07/16,732.5,743.330017,732.309998,739.950012,739.950012,2216800
20/07/16,744,746.25,740.700012,745.719971,745.719971,2214000
21/07/16,747.5,749.359985,742.789978,744.429993,744.429993,2317100
22/07/16,747.789978,751.280029,743.530029,744.859985,744.859985,2277700
25/07/16,746.549988,748.5,735.349976,739.609985,739.609985,2679300
26/07/16,742.710022,743.130005,732.75,735.590027,735.590027,2529700
27/07/16,737.969971,740.940002,733.859985,736.669983,736.669983,2913100
28/07/16,745.97998,753.359985,739.700012,752.609985,752.609985,7617600
29/07/16,765,766,755,758.809998,758.809998,6777100
01/08/16,759.869995,770.5,757.059998,767.73999,767.73999,3578200
02/08/16,763.809998,765.01001,757.02002,760.580017,760.580017,3603300
03/08/16,757.059998,758.890015,752.25,754.640015,754.640015,3581500
04/08/16,753.700012,765,750.349976,760.77002,760.77002,3178200
05/08/16,764.809998,768.469971,763.090027,765.97998,765.97998,2704400
08/08/16,766.809998,767,761.02002,766.559998,766.559998,1986300
09/08/16,767.390015,772.599976,766.900024,768.309998,768.309998,1876100
10/08/16,769.799988,772.099976,766.190002,768.559998,768.559998,1604300
11/08/16,769.940002,773.75,769.119995,771.23999,771.23999,2019700
12/08/16,768.460022,773.150024,768.419983,772.559998,772.559998,1563300
15/08/16,771.900024,772.039978,767.710022,768.48999,768.48999,2118500
16/08/16,768.619995,768.72998,763.820007,764.039978,764.039978,1604600
17/08/16,764.409973,765.219971,759.200012,764.630005,764.630005,1891100
18/08/16,764,765.169983,760.599976,764.460022,764.460022,1458800
19/08/16,761.900024,762.48999,756.890015,757.309998,757.309998,2343200
22/08/16,757.5,759.849976,752.099976,759.47998,759.47998,1679300
23/08/16,763.309998,764.700012,761,762.450012,762.450012,1524100
24/08/16,763,763.409973,755.359985,757.25,757.25,1744100
25/08/16,756,760.559998,754.73999,759.219971,759.219971,1623000
26/08/16,760.049988,770,759.799988,769,769,2776800
29/08/16,768.719971,774.97998,768.599976,771.289978,771.289978,2198600
30/08/16,771.049988,771.840027,765.559998,767.580017,767.580017,1709200
31/08/16,766.599976,769.640015,764,769.159973,769.159973,1633800
01/09/16,770.900024,772.039978,766.75,770.619995,770.619995,1792300
02/09/16,774.109985,776,771.700012,772.440002,772.440002,2181800
06/09/16,774.039978,789.47998,770.219971,788.869995,788.869995,3719800
07/09/16,789.530029,790.789978,784.330017,784.47998,784.47998,2424600
08/09/16,783.890015,786.5,781.440002,784.059998,784.059998,2030500
09/09/16,779.359985,781,760.109985,760.140015,760.140015,4257300
12/09/16,757.349976,772.659973,756,771.48999,771.48999,3124700
13/09/16,768.77002,769.890015,759.049988,761.01001,761.01001,3117200
14/09/16,762.200012,767.5,758.849976,761.090027,761.090027,2523000
15/09/16,762,770.869995,757.580017,769.690002,769.690002,3034000
16/09/16,773.280029,780.460022,771.659973,778.52002,778.52002,5499200
19/09/16,779.969971,781.940002,771,775.099976,775.099976,2297200
20/09/16,776,781.369995,776,780.219971,780.219971,1937200
21/09/16,783.25,790.690002,779.01001,789.73999,789.73999,2718600
22/09/16,794.27002,805.890015,794.27002,804.700012,804.700012,4078900
23/09/16,803.130005,807.75,802.119995,805.75,805.75,2353500
26/09/16,801.799988,805.929993,797.150024,799.159973,799.159973,2651400
27/09/16,801.849976,816.640015,801.109985,816.109985,816.109985,3819600
28/09/16,818,830.140015,817.030029,828.719971,828.719971,4422100
29/09/16,828.26001,837.5,824.630005,829.049988,829.049988,4922200
30/09/16,832.609985,839.950012,832.400024,837.309998,837.309998,4430600
03/10/16,836,839.859985,831.25,836.73999,836.73999,2769400
04/10/16,840.909973,842.369995,830.26001,834.030029,834.030029,2950300
05/10/16,838,845.669983,836.119995,844.359985,844.359985,3469100
06/10/16,843.700012,847.210022,840.599976,841.659973,841.659973,2684000
07/10/16,845.789978,845.950012,837.450012,839.429993,839.429993,2426200
10/10/16,843.25,845.200012,840.27002,841.710022,841.710022,1827100
11/10/16,841.02002,841.289978,828.349976,831,831,3588200
12/10/16,834,837.669983,830.099976,834.090027,834.090027,2380400
13/10/16,829,831.799988,821.210022,829.280029,829.280029,3091400
14/10/16,835.080017,835.73999,822.960022,822.960022,822.960022,2999800
17/10/16,821.5,822,811.679993,812.950012,812.950012,3361500
18/10/16,822.109985,823.26001,815.02002,817.650024,817.650024,2512500
19/10/16,820.400024,820.669983,815.169983,817.690002,817.690002,2090700
20/10/16,813.98999,815.710022,803.099976,810.320007,810.320007,3152000
21/10/16,809.359985,819.419983,809,818.98999,818.98999,2793000
24/10/16,824.950012,838.299988,822.210022,838.090027,838.090027,4060900
25/10/16,839.299988,843.090027,833.219971,835.179993,835.179993,3248400
26/10/16,832.76001,833.440002,820,822.590027,822.590027,3998100
27/10/16,831.23999,831.719971,815.429993,818.359985,818.359985,7406400
28/10/16,782,789.48999,774.609985,776.320007,776.320007,10841100
31/10/16,781.030029,793.700012,780.109985,789.820007,789.820007,5413300
01/11/16,799,800.840027,776.710022,785.409973,785.409973,5305400
02/11/16,783.929993,784.75,763.549988,765.559998,765.559998,5026500
03/11/16,765.049988,777,764,767.030029,767.030029,3872500
04/11/16,762.789978,766,753.22998,755.049988,755.049988,5122100
07/11/16,771.640015,787.72998,770.940002,784.929993,784.929993,5984400
08/11/16,784.969971,791.73999,779.099976,787.75,787.75,3412600
09/11/16,764,777.5,760.090027,771.880005,771.880005,8562900
10/11/16,778.809998,778.830017,717.700012,742.380005,742.380005,12747000
11/11/16,735.72998,743.26001,728.900024,739.01001,739.01001,6622800
14/11/16,745.51001,746,710.099976,719.070007,719.070007,7321300
15/11/16,730,746.780029,725.98999,743.23999,743.23999,6755800
16/11/16,739.880005,749.869995,735.609985,746.48999,746.48999,3648800
17/11/16,749.320007,757.5,748,756.400024,756.400024,3690100
18/11/16,761,767.73999,757.640015,760.159973,760.159973,4373400
21/11/16,766,780.349976,765.109985,780,780,4614600
22/11/16,788.169983,792.400024,781,785.330017,785.330017,5311300
23/11/16,781.72998,781.75,773.119995,780.119995,780.119995,3540300
25/11/16,786.5,786.75,777.900024,780.369995,780.369995,1837100
28/11/16,776.98999,777,764.23999,766.77002,766.77002,4438800
29/11/16,768,769.890015,761.320007,762.52002,762.52002,3272300
30/11/16,762,768.090027,750.25,750.570007,750.570007,4625900
01/12/16,752.409973,753.369995,738.030029,743.650024,743.650024,4666000
02/12/16,743.400024,748.48999,736.700012,740.340027,740.340027,3561300
05/12/16,745,761.48999,742,759.359985,759.359985,4314700
06/12/16,763.98999,768.23999,757.25,764.719971,764.719971,3794700
07/12/16,764.549988,770.419983,755.820007,770.419983,770.419983,3684900
08/12/16,771.869995,773.789978,765.190002,767.330017,767.330017,3189600
09/12/16,770,770.25,765.340027,768.659973,768.659973,2470900
12/12/16,766.400024,766.890015,757.200012,760.119995,760.119995,2963900
13/12/16,764.960022,782.460022,762,774.340027,774.340027,5285300
14/12/16,778.25,780.859985,762.809998,768.820007,768.820007,5454800
15/12/16,766.280029,769.099976,760.309998,761,761,3801900
16/12/16,765,765.130005,754,757.77002,757.77002,4848200
19/12/16,758.890015,770.5,756.159973,766,766,3113200
20/12/16,768.650024,774.390015,767.710022,771.219971,771.219971,2703600
21/12/16,770,771.219971,765.700012,770.599976,770.599976,2044600
22/12/16,768.119995,771.210022,763.02002,766.340027,766.340027,2543600
23/12/16,764.549988,766.5,757.98999,760.590027,760.590027,1981600
27/12/16,763.400024,774.650024,761.200012,771.400024,771.400024,2638700
28/12/16,776.25,780,770.5,772.130005,772.130005,3301000
29/12/16,772.400024,773.400024,760.849976,765.150024,765.150024,3158300
30/12/16,766.469971,767.400024,748.280029,749.869995,749.869995,4139400
03/01/17,757.919983,758.76001,747.700012,753.669983,753.669983,3521100
04/01/17,758.390015,759.679993,754.200012,757.179993,757.179993,2510500
05/01/17,761.549988,782.400024,760.26001,780.450012,780.450012,5830100
06/01/17,782.359985,799.440002,778.47998,795.98999,795.98999,5986200
09/01/17,798,801.77002,791.77002,796.919983,796.919983,3446100
10/01/17,796.599976,798,789.539978,795.900024,795.900024,2558400
11/01/17,793.659973,799.5,789.51001,799.02002,799.02002,2992800
12/01/17,800.309998,814.130005,799.5,813.640015,813.640015,4873900
13/01/17,814.320007,821.650024,811.400024,817.140015,817.140015,3791900
17/01/17,815.700012,816,803.440002,809.719971,809.719971,3670500
18/01/17,809.5,811.72998,804.27002,807.47998,807.47998,2354200
19/01/17,810,813.51001,807.320007,809.039978,809.039978,2540800
20/01/17,815.280029,816.02002,806.26001,808.330017,808.330017,3376200
23/01/17,806.799988,818.5,805.080017,817.880005,817.880005,2797500
24/01/17,822,823.98999,814.5,822.440002,822.440002,2971700
25/01/17,825.789978,837.419983,825.289978,836.52002,836.52002,3922600
26/01/17,835.530029,843.840027,833,839.150024,839.150024,3586300
27/01/17,839,839.700012,829.440002,835.77002,835.77002,2998700
30/01/17,833,833.5,816.380005,830.380005,830.380005,3747300
31/01/17,823.75,826.98999,819.559998,823.47998,823.47998,3137200
01/02/17,829.210022,833.780029,824.940002,832.349976,832.349976,3850200
02/02/17,836.590027,842.48999,828.26001,839.950012,839.950012,7350500
03/02/17,806.719971,818.299988,804,810.200012,810.200012,10868800
06/02/17,809.799988,810.719971,803,807.640015,807.640015,3897300
07/02/17,809.309998,816.159973,807.5,812.5,812.5,3466100
08/02/17,812.690002,821.47998,812.5,819.710022,819.710022,2858000
09/02/17,821.599976,825,819.710022,821.359985,821.359985,2484900
10/02/17,823.820007,828,822.849976,827.460022,827.460022,2429600
13/02/17,831.619995,843,828.549988,836.530029,836.530029,4172600
14/02/17,837,838.309998,831.450012,836.390015,836.390015,2792400
15/02/17,834,842.809998,832.820007,842.700012,842.700012,2968900
16/02/17,841.840027,845,839.380005,844.140015,844.140015,2714700
17/02/17,842,847.27002,840.72998,845.070007,845.070007,3112300
21/02/17,848.840027,857.97998,847.25,856.440002,856.440002,3507700
22/02/17,856.950012,858.429993,852.179993,855.609985,855.609985,2617000
23/02/17,857.570007,860.859985,848,852.190002,852.190002,3462000
24/02/17,844.690002,845.809998,837.75,845.23999,845.23999,3688000
27/02/17,842.380005,852.5,839.669983,848.640015,848.640015,2713600
28/02/17,851.450012,854.090027,842.049988,845.039978,845.039978,2793700
01/03/17,853.049988,854.830017,849.01001,853.080017,853.080017,2760100
02/03/17,853.080017,854.820007,847.280029,848.909973,848.909973,2132100
03/03/17,847.200012,851.98999,846.27002,849.880005,849.880005,1941100
06/03/17,845.22998,848.48999,841.119995,846.609985,846.609985,2610400
07/03/17,845.47998,848.460022,843.75,846.02002,846.02002,2247600
08/03/17,848,853.070007,846.789978,850.5,850.5,2286500
09/03/17,851,856.400024,850.309998,853,853,2048200
10/03/17,857,857.349976,851.719971,852.460022,852.460022,2436400
13/03/17,851.77002,855.690002,851.710022,854.590027,854.590027,1909700
14/03/17,853.549988,853.75,847.549988,852.530029,852.530029,2130600
15/03/17,854.330017,854.450012,847.109985,852.969971,852.969971,2562200
16/03/17,855.299988,855.5,850.51001,853.419983,853.419983,1842300
17/03/17,853.48999,853.830017,850.640015,852.309998,852.309998,3384400
20/03/17,851.51001,857.799988,851.01001,856.969971,856.969971,2282700
21/03/17,858.840027,862.799988,841.309998,843.200012,843.200012,4382900
22/03/17,840.429993,849.369995,839.049988,848.059998,848.059998,2658700
23/03/17,848.200012,850.890015,844.799988,847.380005,847.380005,1953000
24/03/17,851.679993,851.799988,843.530029,845.609985,845.609985,2138300
27/03/17,838.070007,850.299988,833.5,846.820007,846.820007,2755800
28/03/17,851.75,858.460022,850.099976,856,856,3041600
29/03/17,859.049988,876.440002,859.02002,874.320007,874.320007,4485800
30/03/17,874.950012,877.059998,871.659973,876.340027,876.340027,2762700
31/03/17,877,890.349976,876.650024,886.539978,886.539978,3957600
03/04/17,888,893.48999,885.419983,891.51001,891.51001,3422300
04/04/17,891.5,908.539978,890.280029,906.830017,906.830017,4984700
05/04/17,910.820007,923.719971,905.619995,909.280029,909.280029,7508400
06/04/17,913.799988,917.190002,894.48999,898.280029,898.280029,6344100
07/04/17,899.650024,900.090027,889.309998,894.880005,894.880005,3710900
10/04/17,899.630005,908.51001,899,907.039978,907.039978,3184300
11/04/17,907.039978,911.23999,897.5,902.359985,902.359985,3012700
12/04/17,903.090027,904.090027,895.25,896.22998,896.22998,2456100
13/04/17,891.450012,894.969971,884.48999,884.669983,884.669983,3174600
17/04/17,887.5,902.380005,887.5,901.98999,901.98999,2854700
18/04/17,900.98999,909.609985,900.780029,903.780029,903.780029,2999200
19/04/17,907.840027,910.5,897.369995,899.200012,899.200012,2870200
20/04/17,899.700012,905.320007,896.289978,902.059998,902.059998,2814400
21/04/17,902.669983,903.650024,896.77002,898.530029,898.530029,2420500
24/04/17,908.679993,909.98999,903.820007,907.409973,907.409973,3122900
25/04/17,907.039978,909.47998,903,907.619995,907.619995,3380600
26/04/17,910.299988,915.75,907.559998,909.289978,909.289978,2608900
27/04/17,914.390015,921.859985,912.109985,918.380005,918.380005,5305500
28/04/17,948.830017,949.590027,924.330017,924.98999,924.98999,7364700
01/05/17,927.799988,954.400024,927.799988,948.22998,948.22998,5466500
02/05/17,946.650024,950.099976,941.409973,946.940002,946.940002,3848800
03/05/17,946,946,935.900024,941.030029,941.030029,3582700
04/05/17,944.75,945,934.219971,937.530029,937.530029,2418400
05/05/17,940.52002,940.789978,930.299988,934.150024,934.150024,2866400
08/05/17,940.950012,949.049988,939.210022,949.039978,949.039978,3415700
09/05/17,952.799988,957.890015,950.200012,952.820007,952.820007,3262100
10/05/17,953.5,953.75,945,948.950012,948.950012,2096500
11/05/17,945.109985,950.289978,940.780029,947.619995,947.619995,2194100
12/05/17,954.5,962.789978,951.530029,961.349976,961.349976,3625900
15/05/17,958.72998,963.150024,956.059998,957.969971,957.969971,4270600
16/05/17,961,970.059998,960.909973,966.070007,966.070007,3126100
17/05/17,954.700012,960.400024,944.119995,944.76001,944.76001,5145600
